연번,시군명,시설명,주소
6524,함양군,죽곡경로당,함양읍 대실길 30-19
6525,함양군,죽곡노모당,함양읍 대실길 59
6526,함양군,대대경로당,함양읍 대실길 219-7
6527,함양군,웅곡경로당,함양읍 곰실길 25
6528,함양군,웅곡노모당,함양읍 곰실길 25
6529,함양군,구만경로당,함양읍 구만길 64
6530,함양군,대군지경로당,함양읍 조동구만길 84-1
6531,함양군,조동경로당,함양읍 조동길 3
6532,함양군,원구경로당,함양읍 원구길 58-2
6533,함양군,원구노모당,함양읍 원구길 58-2
6534,함양군,시목경로당,함양읍 삼봉로 542
6535,함양군,양동경로당,함양읍 삼봉로 415
6536,함양군,내곡경로당,함양읍 내곡1길27
6537,함양군,안내곡경로당,함양읍 함양내곡길 63-1
6538,함양군,무조경로당,함양읍 상수락길2
6539,함양군,송전경로당,함양읍 함양송전길 13
6540,함양군,웰가경로당,함양읍 함양로1206-71
6541,함양군,휴천면노인분회,휴천면 함양남서로 511
6542,함양군,월평경로당,휴천면 월평길 101
6543,함양군,사구경로당,휴천면 사구실길 6
6544,함양군,금반경로당,휴천면 금반길 31-15
6545,함양군,석정경로당,휴천면 석정길 2
6546,함양군,마상경로당,휴천면 마상길 72
6547,함양군,진관경로당,휴천면 미천진관길 226
6548,함양군,목현경로당,휴천면 함앙남서로 536
6549,함양군,목현노모당,휴천면 함양남서로 566
6550,함양군,신기경로당,휴천면 휴천신기길 51-2
6551,함양군,임호경로당,휴천면 임호길 68
6552,함양군,산두경로당,휴천면 산두길 17
6553,함양군,대포경로당,휴천면 대포길 36-1
6554,함양군,미천경로당,휴천면 미천진관길 42-1
6555,함양군,동호경로당,휴천면 동호길 3
6556,함양군,원기경로당,휴천면 원기길 10
6557,함양군,한남경로당,휴천면 천왕봉로 2233
6558,함양군,동강경로당,휴천면 동강안길 4
6559,함양군,동강노모당,휴천면 동강길 22-4
6560,함양군,점촌경로당,휴천면 화계오봉로 431
6561,함양군,운서경로당,휴천면 운서길 113
6562,함양군,송전경로당,휴천면 세동길 4
6563,함양군,모전경로당,휴천면 모전길 40
6564,함양군,고양터경로당,휴천면 송전길 495-2
6565,함양군,문상경로당,휴천면 문상안길 4
6566,함양군,도정경로당,휴천면 문상길 152-2
6567,함양군,문하경로당,휴천면 문하길 25
6568,함양군,백연경로당,휴천면 휴천백연길 17
6569,함양군,고정경로당,휴천면 견불동길 8
6570,거창군,77경로당,거창읍 아림로2길 69
6571,거창군,갈지경로당,거창읍 지내길 62
6572,거창군,갈지할머니경로당,거창읍 지내길 62
6573,거창군,강변경로당,"거창읍 상동9길14, 3층"
6574,거창군,강양경로당,거창읍 중앙로1길 38-6
6575,거창군,강양할머니경로당,거창읍 중앙로1길 38-6
6576,거창군,개봉경로당,거창읍 거열로 234-8
6577,거창군,개봉할머니경로당,거창읍 거열로 234-9
6578,거창군,개화경로당(거창읍),거창읍 개화1길 31
6579,거창군,개화할머니경로당,거창읍 개화1길 31
6580,거창군,거송경로당,거창읍 시장길 54
6581,거창군,거창경로당,거창읍 아림로 16-31(상춘회관 2층)
6582,거창군,거창읍중앙경로당,거창읍 죽전길 99
6583,거창군,거창코아루에듀시티아파트경로당,"거창읍 강남로266, 코아루에듀시티"
6584,거창군,골구례경로당,거창읍 구례길 77
6585,거창군,교촌경로당,거창읍 교촌길 99-10
6586,거창군,구례경로당,거창읍 구례길 166
6587,거창군,구산경로당,거창읍 구산1길 330-12
6588,거창군,국농소경로당,거창읍 국농소1길 4
6589,거창군,국농소할머니경로당,거창읍 거함대로 3441-8
6590,거창군,김용경로당,거창읍 김용길 42
6591,거창군,김천리숲경로당,거창읍 김천3길 49
6592,거창군,김천리숲할머니경로당,거창읍 김천3길 49
6593,거창군,김천리제1경로당,거창읍 거함대로1길 37
6594,거창군,김천제1할머니경로당,거창읍 거함대로1길 44
6595,거창군,김천주공아파트경로당,거창읍 창남1길 40
6596,거창군,남광경로당,거창읍 강남로 254-14 남광㉵ 경로당
6597,거창군,노혜경로당,거창읍 노혜2길 15
6598,거창군,당동경로당(거창읍),거창읍 당동1길 249-5
6599,거창군,대경넥스빌경로당,거창읍 거열로 7길 29 대경넥스빌 103동
6600,거창군,대동주공경로당,거창읍 동동4길 11㉵ 노인정
6601,거창군,대동주공할아버지경로당,거창읍 동동4길 11㉵ 노인정
6602,거창군,대우아파트경로당,거창읍 거열로4길 144-20
6603,거창군,대평경로당,거창읍 대평7길 13
6604,거창군,대평새동네경로당,거창읍 새동네2길 25-5
6605,거창군,대평할머니경로당,거창읍 대평7길 13
6606,거창군,동동경로당,거창읍 거창대로1길 68
6607,거창군,동동할머니경로당,거창읍 거창대로1길 68
6608,거창군,동변경로당,거창읍 동변2길 11-14
6609,거창군,동변할머니경로당,거창읍 동변길 96
6610,거창군,동부경로당,거창읍 중앙로2길 24
6611,거창군,동산경로당,거창읍 동산길 80
6612,거창군,동아노모당경로당,거창읍 중앙로1길 67
6613,거창군,만나자경로당,거창읍 시장길 92
6614,거창군,모곡경로당,거창읍 모곡2길 22
6615,거창군,모곡할머니경로당,거창읍 모곡2길 22
6616,거창군,무궁화할머니경로당,거창읍 죽전1길 38-7
6617,거창군,베어스타운경로당,거창읍 동동6길 99
6618,거창군,사동경로당,거창읍 사동2길 32
6619,거창군,사마경로당(거창읍),거창읍 사마리길 178-9
6620,거창군,상동주공아파트경로당,거창읍 거열로7길 39 상동주공아파트 104동
6621,거창군,상동화목경로당,거창읍 상동2길11
6622,거창군,상림리제2경로당,거창읍 죽전1길 38-7
6623,거창군,상림제1경로당,거창읍 상동9길 14  
6624,거창군,상림제3경로당,거창읍 상동2길 11
6625,거창군,상림할머니경로당,거창읍 상동9길 14
6626,거창군,샛단경로당,거창읍 운정3길70-8
6627,거창군,성산경로당,거창읍 성산길 132-23
6628,거창군,소만주공아파트경로당,거창읍 소만2길 62 소만주공㉵ 103동 경로당
6629,거창군,송백당경로당,거창읍 거창대로3길 51
6630,거창군,송월당경로당,거창읍 강양5길 5
6631,거창군,송정경로당(거창읍),거창읍 강남로1길 94-28
6632,거창군,송정할머니경로당,거창읍 강남로1길 94-28
6633,거창군,신양경로당,거창읍 거창대로 85
6634,거창군,신흥2차아파트경로당,거창읍 동동3길 15
6635,거창군,아림경로당,거창읍 하동1길 44
6636,거창군,아림학당경로당,거창읍 거창대로 80
6637,거창군,아림할머니경로당,거창읍 죽전길 24-7
6638,거창군,양평경로당,거창읍 양평1길 89
6639,거창군,양평제2경로당,거창읍 양평2길56
6640,거창군,양평할머니경로당,거창읍 양평1길 89
6641,거창군,외학경로당,거창읍 외힉길19-3
6642,거창군,운정경로당,거창읍 운정2길 70
6643,거창군,웃장팔경로당,거창읍 장팔3길 117
6644,거창군,웅곡경로당,거창읍 웅곡2길 28
6645,거창군,원동경로당,거창읍 서변원동길 7-3
6646,거창군,원상동경로당,거창읍 강변로 31
6647,거창군,원상동할머니경로당,거창읍 강변로 51
6648,거창군,월천경로당,거창읍 주곡로 220-12
6649,거창군,윤리대학경로당,거창읍 중앙로 140(시장B동 2층 1호)
6650,거창군,의동경로당,거창읍 의동1길 71-4
6651,거창군,장성골경로당,거창읍 장성골길 99-9
6652,거창군,장수경로당,거창읍 시장길 35
6653,거창군,장팔경로당,거창읍 장팔길 272
6654,거창군,장팔리아랫담경로당,거창읍 장팔1길 22-3
6655,거창군,장팔웃담경로당,거창읍 장팔2길 106-3
6656,거창군,장팔할머니경로당,거창읍 장팔길 272
6657,거창군,절부경로당,거창읍 절부길 32
6658,거창군,정우경로당,거창읍 창남5길 3-25
6659,거창군,정장경로당,거창읍 정장길 218
6660,거창군,정장할머니경로당,거창읍 정장길 218
6661,거창군,정장회관경로당,거창읍 정장길 219
6662,거창군,죽동경로당,거창읍 구산1길 3
6663,거창군,죽전경로당,거창읍 죽전길 120
6664,거창군,죽전할머니경로당,거창읍 죽전길 120
6665,거창군,중산경로당(거창읍),거창읍 중산2길 8-4
6666,거창군,중앙제1경로당,거창읍 아림로 16-31
6667,거창군,중앙제2경로당,거창읍 중앙로 140
6668,거창군,중촌경로당(거창읍),거창읍 중촌1길 24
6669,거창군,중촌할머니경로당,거창읍 중촌1길 24
6670,거창군,코아루2차경로당,거창읍 새동네2길 40 
6671,거창군,평성경로당,거창읍 들성길 54-1
6672,거창군,푸르지오아파트경로당,거창읍송정2길33
6673,거창군,하나로2차아파트경로당,거창읍 소만2길 10(하나로2차아파트)
6674,거창군,하동할머니경로당,거창읍 거열로 170-6
6675,거창군,학동경로당(거창읍),거창읍 내학길 192
6676,거창군,한마음경로당,거창읍 아림로 16-31
6677,거창군,현대할머니경로당,거창읍 거열로8길 57 현대㉵
6678,거창군,거기경로당,주상면 거기1길 23
6679,거창군,고대경로당(주상면),주상면 고대길 95
6680,거창군,내장포경로당,주상면 고들고개길 64
6681,거창군,넘터경로당,주상면 넘터2길 3
6682,거창군,노인회관(할머니)경로당,주상면 당고개길6
6683,거창군,노인회관(할아버지)경로당,주상면 당고개길6
6684,거창군,덕동경로당,주상면 덕동길 23
6685,거창군,도동경로당(주상면),주상면 도동길 15
6686,거창군,도평할머니경로당,주상면 도평4길 14
6687,거창군,도평할아버지경로당,주상면 도평4길 14
6688,거창군,미기들경로당,주상면 미기들길 70-8
6689,거창군,보광경로당,주상면 중보광길 3
6690,거창군,봉황대경로당,주상면 도평리 57-4
6691,거창군,상도평경로당,주상면 상도평길 35-6
6692,거창군,샛담경로당,주상면 도평1길 28
6693,거창군,송정경로당(주상면),주상면 희랑길 238
6694,거창군,연교경로당,주상면 연교1길 40
6695,거창군,오류동경로당,주상면 오류동길 44
6696,거창군,오무경로당,주상면 주곡로 1120-9
6697,거창군,완수대경로당,주상면 완수대길 10
6698,거창군,운곡경로당,주상면 상임실길 160
6699,거창군,원남산경로당,주상면 원남산1길 94
6700,거창군,원성기경로당,주상면 원성기1길 88
6701,거창군,임실경로당,주상면 하임실길 112
6702,거창군,장포경로당,주상면 외장포길 34
6703,거창군,정동경로당,주상면 신촌길 21
6704,거창군,포덕동경로당,주상면 포덕길 58-3
6705,거창군,희동경로당,주상면 희랑1길 44
6706,거창군,강천경로당,웅양면 강천장교길 17
6707,거창군,개화경로당,웅양면 개화길 383
6708,거창군,구수경로당,웅양면 구수길 192-9
6709,거창군,구암경로당,웅양면 구암길 90-11
6710,거창군,군암경로당,웅양면 군암길 4-9
6711,거창군,금광경로당,웅양면 금광길 124-34
6712,거창군,노현경로당,웅양면 성안길 12
6713,거창군,누룩재경로당,웅양면 누룩재길 164
6714,거창군,동호경로당,웅양면 동호3길 2-3
6715,거창군,묘산경로당,웅양면 운평길 131-11
6716,거창군,백학경로당,웅양면 웅양로 2379-11
6717,거창군,산포경로당(웅양면),웅양면 산포우랑길 103
6718,거창군,석정경로당,웅양면 석정길 34
6719,거창군,성북경로당,웅양면 성북1길 259-6
6720,거창군,송산경로당,웅양면 송산길 189-7
6721,거창군,송산새마을경로당,웅양면 웅양로 2141-22
6722,거창군,신오산경로당,웅양면 웅양로 2363-9
6723,거창군,신촌경로당(웅양면),웅양면 신기촌길 235
6724,거창군,아주경로당(웅양면),웅양면 아주길 21
6725,거창군,어인경로당(웅양면),웅양면 어인안길 143
6726,거창군,오산경로당,웅양면 하곡2길 10
6727,거창군,왕암경로당,웅양면 왕암길 221-6
6728,거창군,용전경로당(웅양면),웅양면 용전길 113-3
6729,거창군,우랑경로당,웅양면 산포우랑길 761
6730,거창군,운평경로당,웅양면 운평길 31
6731,거창군,웅양면경로당,웅양면 웅양로 1427-6
6732,거창군,원촌경로당,웅양면 웅양로 1443-13
6733,거창군,장미경로당,웅양면 웅양로 1443-6
6734,거창군,죽림경로당,웅양면 죽림길 247
6735,거창군,진마루경로당,웅양면 진마루길 239-17
6736,거창군,하곡경로당,웅양면 하곡2길 175
6737,거창군,한기경로당,웅양면 한기2길 242-13
6738,거창군,화동경로당,웅양면 화평길 163-7
6739,거창군,고제경로당,고제면 고제로 70
6740,거창군,괘암경로당,고제면 괘암길 25-1 외1필지
6741,거창군,금계경로당,고제면 빼재로 1278-8
6742,거창군,내당경로당,고제면 내당길 76
6743,거창군,둔기경로당,고제면 둔기길 23
6744,거창군,매학경로당,고제면 매학길 153
6745,거창군,방학경로당,고제면 방학길 13-3 외1필지
6746,거창군,산양경로당,고제면 산양길 119
6747,거창군,삼포경로당,고제면 삼포길 88
6748,거창군,상개명경로당,고제면 상개명길 110
6749,거창군,상구송경로당,고제면 상구송길 57
6750,거창군,상수내경로당,고제면 상수내길 20
6751,거창군,소사경로당,고제면 소사길 52-2 외1필지
6752,거창군,손항경로당,고제면 온곡길 38
6753,거창군,수유경로당,고제면 수유길 104-26
6754,거창군,온곡경로당,고제면 온곡길 255
6755,거창군,와룡경로당,고제면 와룡길 81
6756,거창군,용초경로당,고제면 용초길 133-2
6757,거창군,원궁항경로당,고제면 상궁항길 37
6758,거창군,원기경로당,고제면 원기길 72
6759,거창군,원농산경로당,고제면 원농산길 130
6760,거창군,원봉계경로당,고제면 원봉계길 86
6761,거창군,입석경로당,고제면 입석2길 30-8
6762,거창군,지경경로당,고제면 지경길 160-6
6763,거창군,하개명경로당,고제면 하개명길 41
6764,거창군,하구송경로당,고제면 상구송길 26-16
6765,거창군,하궁항경로당,고제면 하궁항길 35
6766,거창군,하수내경로당,고제면 하수내길 16
6767,거창군,가곡경로당(북상면),북상면 병곡길 113
6768,거창군,갈계경로당,북상면 치내길 40
6769,거창군,갈항경로당,북상면 갈항재들길 87-4
6770,거창군,강선대경로당,북상면 강선대길 26
6771,거창군,개삼경로당,북상면 송계로 1328
6772,거창군,내계경로당,북상면 달맞이길 63-11
6773,거창군,당산경로당(북상면),북상면 당산말길 73-2
6774,거창군,병곡경로당,북상면 병골길 448
6775,거창군,북상경로당,북상면 송계로 713
6776,거창군,산수경로당(북상면),북상면 산수길 13
6777,거창군,소정경로당,북상면 소정새들길 9-4
6778,거창군,신기경로당(북상면),북상면 소정신기길 31
6779,거창군,아랫창선경로당,북상면 덕유월성로 1953-4
6780,거창군,용수막경로당,북상면 덕유월성로 2279
6781,거창군,월성경로당,북상면 덕유월성로 1433-4
6782,거창군,중산경로당(북상면),북상면 함덫길 25-12
6783,거창군,창선경로당,북상면 창선길 68
6784,거창군,치내경로당,북상면 송계로 738
6785,거창군,탑불경로당,북상면 송계로 870
6786,거창군,학현경로당,북상면 학현길 19-9
6787,거창군,황점경로당,북상면 황점길 17
6788,거창군,강남경로당,위천면 강남불1길 46-6
6789,거창군,강동경로당,위천면 강동1길28-3
6790,거창군,거차경로당,위천면 거차2길1
6791,거창군,금곡경로당,위천면 금곡1깅250
6792,거창군,남산경로당,위천면 남산동3길24
6793,거창군,당산경로당(위천면),위천면 당산1길22-3
6794,거창군,덕거경로당,위천면 덕거길15
6795,거창군,마항경로당,위천면 마항길12
6796,거창군,면동경로당,위천면 면동길31-2
6797,거창군,모전경로당,위천면 모전길44
6798,거창군,무월경로당,위천면 무월1길104
6799,거창군,사마경로당(위천면),위천면 사마1길65
6800,거창군,상천경로당,위천면 금원산길102
6801,거창군,서원(덕천)경로당,위천면 서원길45
6802,거창군,서원(후방)경로당,위천면 후방길54
6803,거창군,석동경로당,위천면 석동길54
6804,거창군,영풍경로당,위천면 영풍길43-1
6805,거창군,원당경로당,위천면 원당1길39
6806,거창군,위천노인분회경로당,위천면 장터길37
6807,거창군,위천할머니경로당,위천면 창말1길25
6808,거창군,장기경로당(위천면),위천면 장터길52-11
6809,거창군,점터경로당,위천면 강남불1길 232
6810,거창군,창촌경로당(위천면),위천면 후방길10
6811,거창군,황산1구경로당,위천면 황산1길97-40
6812,거창군,황산2구경로당,위천면 황산2길12
6813,거창군,계동경로당,마리면 계동길172
6814,거창군,고대경로당(마리면),마리면 고학고대길9-3
6815,거창군,고신할머니경로당,마리면 고신1길42
6816,거창군,고신할아버지경로당,마리면 고신1길26-8
6817,거창군,도동경로당(마리면),마리면 매바우길26
6818,거창군,동편경로당,마리면 동편길27
6819,거창군,마리경로당,마리면 빼재로18
6820,거창군,병항경로당,마리면 병항길34
6821,거창군,상고창경로당,마리면 고창길183-2
6822,거창군,상율경로당,마리면 상율1길83-4
6823,거창군,상촌경로당(마리면),마리면 고학길426-11
6824,거창군,서편경로당,마리면 서편길20
6825,거창군,성락경로당,마리면 성락길62-20
6826,거창군,세동경로당,마리면 세동길167-34
6827,거창군,소곡경로당,마리면 고창길5-7
6828,거창군,송림경로당,마리면 송림길346
6829,거창군,시목경로당,마리면 시목길57-3
6830,거창군,신기경로당(마리면),마리면 원신기길64
6831,거창군,신기삼거리경로당,마리면 거안로640-5
6832,거창군,엄대경로당,마리면 엄대1길146
6833,거창군,영승할머니경로당,마리면 영승중앙길55
6834,거창군,영승할아버지경로당,마리면 영승중앙길55
6835,거창군,영신경로당,마리면 빼재로145
6836,거창군,원말흘경로당,마리면 원말흘2길9
6837,거창군,월화할머니경로당,마리면 월화길178
6838,거창군,월화할아버지경로당,마리면 월화길180
6839,거창군,장백경로당,마리면 장백길30-3
6840,거창군,주암경로당,마리면 주암길16-1
6841,거창군,지동경로당,마리면 지동길25-13
6842,거창군,진산경로당,마리면 거안로851
6843,거창군,창촌경로당(마리면),마리면 창촌길16
6844,거창군,초동경로당,마리면 초동길135-10
6845,거창군,토점경로당,마리면 토점길152
6846,거창군,풍계경로당,마리면 풍계1길43
6847,거창군,하고창경로당,마리면 고창길120
6848,거창군,학동경로당(마리면),마리면 학동1길97-31
6849,거창군,가곡경로당(남상면),남상면 가곡길 175
6850,거창군,갈밭경로당,남상면 덕평길 190
6851,거창군,고척경로당,남상면 고척길443-2
6852,거창군,괴화경로당,남상면 괴화길 6
6853,거창군,남불경로당,남상면 남불2길5
6854,거창군,남상경로당,남상면 인평길36
6855,거창군,남진경로당,남상면 남진1길68
6856,거창군,내춘경로당,남상면 내춘길113-7
6857,거창군,대현경로당(남상면),남상면 밤티재로1063-5
6858,거창군,동령경로당,남상면 동령길26-10
6859,거창군,둔동경로당,남상면 둔동길 116
6860,거창군,매산경로당,남상면 감악산로 972
6861,거창군,명산동경로당,남상면 명산동길31
6862,거창군,무촌경로당,남상면 수남로 1800-19
6863,거창군,묵동경로당,남상면 묵동1길 80
6864,거창군,상매경로당,남상면 상매1길 85
6865,거창군,성지경로당,남상면 인평길 181
6866,거창군,송변할머니경로당,남상면 송변1길 189-7
6867,거창군,신기경로당(남상면),남상면 신기길42-6
6868,거창군,오계경로당,남상면 오계길 227-8
6869,거창군,외등경로당,남상면 외등1길 96
6870,거창군,외춘경로당,남상면 춘전길7
6871,거창군,월평경로당,남상면 하월평길93
6872,거창군,월평할머니경로당,남상면 하월평길93
6873,거창군,월포경로당(남상면),남상면 월행로358
6874,거창군,인평경로당,남상면 인평길 89
6875,거창군,임불경로당,남상면 임불1길57
6876,거창군,전척경로당,남상면 전척1길46-5
6877,거창군,지하경로당,남상면 지하동1길 171
6878,거창군,진목경로당,남상면 진목1길43
6879,거창군,청림경로당,남상면 청림1길 17
6880,거창군,춘전경로당,남상면 수남로991
6881,거창군,한산경로당,남상면 한산1길 122
6882,거창군,가천경로당,남하면 가천길74
6883,거창군,남하경로당,남하면 영서로73
6884,거창군,내곡경로당,남하면 양항길508
6885,거창군,대곡경로당,남하면 대곡길42-3
6886,거창군,대사경로당,남하면 대사길69
6887,거창군,대야경로당,남하면 대야길
6888,거창군,대촌경로당,남하면 대촌1길103
6889,거창군,무릉할머니경로당,남하면 무릉2길28
6890,거창군,무릉할아버지경로당,남하면 무릉2길34
6891,거창군,산포경로당(남하면),남하면 산포1길18
6892,거창군,상촌경로당(남하면),남하면 양항길350
6893,거창군,신기경로당(남하면),남하면 신기은행길120
6894,거창군,신촌경로당(남하면),남하면 새마2길33
6895,거창군,아주경로당(남하면),남하면 아주1길405
6896,거창군,안흥경로당,남하면 안흥1길77-7
6897,거창군,양곡경로당,남하면 양곡2길20-20
6898,거창군,오가경로당,남하면 오가1길225
6899,거창군,용동경로당,남하면 용동길9-5
6900,거창군,월곡경로당,남하면 월곡길23
6901,거창군,자하경로당,남하면 자하길69-3
6902,거창군,장전경로당,남하면 지산로747-10
6903,거창군,지산경로당,남하면 지산길8-5
6904,거창군,천동경로당,남하면 천동길63-7
6905,거창군,감악경로당,신원면 감악2길12
6906,거창군,과정경로당,신원면 과정2길11-3
6907,거창군,구사경로당,신원면 구사길71
6908,거창군,내동경로당,신원면 내동2길11
6909,거창군,내탐경로당,신원면 내탐길71-3
6910,거창군,대안경로당,신원면 대안길2
6911,거창군,대현경로당(신원면),신원면 대현길50
6912,거창군,번덕경로당,신원면 상감악길5-12
6913,거창군,비곡경로당,신원면 비곡길46
6914,거창군,상원동경로당,신원면 원동길194-12
6915,거창군,상유경로당,신원면 철마길384-26
6916,거창군,새터경로당,신원면 지리재길4
6917,거창군,세안경로당,신원면 세안길24-3
6918,거창군,소룡경로당,신원면 소룡길140
6919,거창군,소야경로당,신원면 소야1길181
6920,거창군,수동경로당,신원면 수동길28
6921,거창군,수옥경로당,신원면 수옥길46
6922,거창군,신원경로당,신원면 신차로3070
6923,거창군,신촌경로당,신원면 신머리길3
6924,거창군,신평경로당,신원면 신평길12-1
6925,거창군,양지경로당,신원면 양지1길8
6926,거창군,예동경로당,신원면 예동길16
6927,거창군,오례경로당,신원면 오례길127-5
6928,거창군,외탐경로당,신원면 외탐길34
6929,거창군,원평경로당,신원면 원평산길75
6930,거창군,저전경로당,신원면 응달길108
6931,거창군,중유경로당,신원면 중유길27
6932,거창군,청연경로당,신원면 청연길13
6933,거창군,청용경로당,신원면 청용1길16
6934,거창군,청평경로당,신원면 신기1길27-5
6935,거창군,하원동경로당,신원면 원동길88-2
6936,거창군,하유경로당,신원면 하유길42
6937,거창군,가조노인정,가조면 지산로 1449-25
6938,거창군,광성경로당,가조면 기리4길 15-7
6939,거창군,녹동경로당,가조면 가조가야로 1296(외1필지)
6940,거창군,당동경로당(가조면),가조면 장군봉2길 85
6941,거창군,대초경로당,가조면 대초길 136
6942,거창군,대학동(양지촌)경로당,가조면 도리4길 251-2
6943,거창군,대학동경로당,가조면 도리6길 59
6944,거창군,도산경로당,가조면 지산로 1370
6945,거창군,도산당경로당,가조면 도리1길 27
6946,거창군,동례경로당,가조면 동례1길 40(외1필지)
6947,거창군,들마경로당,가조면 지산로 1276
6948,거창군,등동경로당,가조면 녹동3길 24-2
6949,거창군,모덕동경로당,가조면 역촌2길 74
6950,거창군,방촌경로당,가조면 방촌길 61-10
6951,거창군,병산경로당,가조면 병산2길 27
6952,거창군,병산할머니경로당,가조면 병산1길 52
6953,거창군,부산경로당,가조면 부산1길 45
6954,거창군,사양동경로당,가조면 사양동길 83
6955,거창군,상마경로당,가조면 마상1길 52-13
6956,거창군,상수월경로당,가조면 상수월길 61
6957,거창군,생초경로당,가조면 우륵4길 9
6958,거창군,석강경로당,가조면 석강2길 44
6959,거창군,신천경로당,가조면 신천길 22
6960,거창군,안금경로당,가조면 동례5길 85(외2필지)
6961,거창군,양기경로당,가조면 기리1길 44-5
6962,거창군,역촌경로당,가조면 역촌1길 50(외1필지)
6963,거창군,왕대경로당,가조면 우륵1길 64
6964,거창군,용당소경로당,가조면 의상봉길 357
6965,거창군,용전경로당(가조면),가조면 용전3길 23(외1필지)
6966,거창군,원천경로당,가조면 원천2길 31-9
6967,거창군,월포경로당(가조면),가조면 의상봉길 149
6968,거창군,음기경로당,가조면 기리2길 42
6969,거창군,장기경로당(가조면),가조면 가조가야로 941-5
6970,거창군,중마1구경로당,가조면 마상4길 92-20
6971,거창군,중마2구경로당,가조면 마상5길 10-7
6972,거창군,중평경로당,가조면 동례4길 36-6
6973,거창군,창촌경로당(가조면),가조면 창마1길 17
6974,거창군,평촌경로당,가조면 동례길 248
6975,거창군,학산경로당,가조면 기리5길 154
6976,거창군,화곡경로당,가조면 도리3길 7
6977,거창군,가북경로당,가북면  용암로 2(외1필지)
6978,거창군,감월경로당,가북면 감월길 456(외1필지)
6979,거창군,강계경로당,가북면 용암로 621-7
6980,거창군,개금경로당,가북면 개금길 170-3
6981,거창군,공수경로당,가북면 공수길 52
6982,거창군,내촌경로당,가북면 내촌길 91
6983,거창군,다전경로당,가북면 다전길 3(외1필지)
6984,거창군,달밭경로당,가북면 가북로 679-1
6985,거창군,명동경로당,가북면 명동길 75-1
6986,거창군,몽석경로당,가북면 몽석1길 35
6987,거창군,박암경로당,가북면 박암길 38
6988,거창군,산수경로당(가북면),가북면 산수마길 45-8
6989,거창군,상감월경로당,가북면 감월길 872
6990,거창군,송정경로당(가북면),가북면 송정길 37-2
6991,거창군,수재경로당,가북면 수재길 242-7(외1필지)
6992,거창군,심방경로당,가북면 심방길 36-9
6993,거창군,양암경로당,가북면 양암길 17
6994,거창군,어인경로당(가북면),가북면 어인길 843-2
6995,거창군,연곡경로당,가북면 연곡길 29
6996,거창군,용산경로당,가북면 가북로 310
6997,거창군,용산할머니경로당,가북면 가북로 310
6998,거창군,용암경로당,가북면 용암1길 25-4
6999,거창군,우혜경로당,가북면 우혜1길 13
7000,거창군,윤오동경로당,가북면 몽석1길 122
7001,거창군,율리경로당,가북면 율리길 328
7002,거창군,중촌경로당(가북면),가북면 동촌길 116-3
7003,거창군,추동경로당,가북면 추동길 69
7004,거창군,하감월경로당,가북면 감월길 261-33
7005,거창군,호암경로당,가북면 호암길 108
7006,거창군,홍감경로당,가북면 홍감길 111(외1필지)
7007,거창군,회남경로당,가북면 보해길 963-3
7008,합천군,(합천)중흥경로당,합천읍 중흥길 25
7009,합천군,(합천)창동경로당,합천읍 중앙로 27
7010,합천군,(합천)하이츠경로당,합천읍 충효로 13
7011,합천군,(합천)옥산동경로당,"합천읍 충효로 106-8, 2층"
7012,합천군,(합천)옥산동할머니경로당,"합천읍 충효로 106-8, 1층"
7013,합천군,(합천)한주경로당,합천읍 동서로 15
7014,합천군,(합천)정대경로당,합천읍 중앙로 4길 4
7015,합천군,(합천)정대할머니경로당,합천읍 중앙로4길 16
7016,합천군,(합천)교동경로당,합천읍 교동1길 24
7017,합천군,(합천)합천읍분회경로당,합천읍 충효로 54-1
7018,합천군,(합천)성은경로당,"합천읍 동서로 141-14, 2동 101호"
7019,합천군,(합천)서산경로당,합천읍 서산길 56
7020,합천군,(합천)안계경로당,합천읍 안계길 110-8
7021,합천군,(합천)계림경로당,합천읍 계림4길 30
7022,합천군,(합천)보림경로당,합천읍 계림3길 54-4
7023,합천군,(합천)영창경로당,합천읍 영창1길 9
7024,합천군,(합천)장유정경로당,"합천읍 충효로 152, 102동"
7025,합천군,(합천)신소양경로당,합천읍 신소양1길 4
7026,합천군,(합천)금양경로당,합천읍 금양길 9
7027,합천군,(합천)사동경로당,합천읍 마령로 270
7028,합천군,(합천)용계경로당,합천읍 용계길 254
7029,합천군,(합천)법정경로당,합천읍 용계길 8
7030,합천군,(합천)내곡경로당,합천읍 내곡1길 8
7031,합천군,(합천)소사경로당,합천읍 소사길 40
7032,합천군,(합천)외곡경로당,합천읍 외곡1길 1-2
7033,합천군,(합천)신평경로당,합천읍 외곡길 149
7034,합천군,(합천)내기동경로당,합천읍 장계1길 21
7035,합천군,(합천)육정경로당,합천읍 장계2길 84
7036,합천군,(합천)장계경로당,합천읍 장계3길 18
7037,합천군,(합천)남암경로당,합천읍 남암1길 4
7038,합천군,(합천)남옥경로당,합천읍 남암2길 4
7039,합천군,(합천)인곡경로당,합천읍 인덕로 1512
7040,합천군,(합천)관자경로당,합천읍 관자2길 13-2
7041,합천군,(합천)백자동경로당,합천읍 관자3길 19-1
7042,합천군,(합천)신촌경로당,합천읍 관자1길 53
7043,합천군,(합천)하용계경로당,합천읍 용계길 141
7044,합천군,(봉산)권빈1구경로당,봉산면 권빈영서로 15-28
