연번,시군명,시설명,주소
3452,거제시,늘푸른경로당,장평로6길 20
3453,거제시,제니스타운경로당,장평3로3길 3
3454,거제시,한빛타운경로당,장평3로3길 41
3455,거제시,덕산아내아파트경로당,장평2로2길 10(덕산아내2차)
3456,거제시,장평주공3차경로당,장평2로 36
3457,거제시,광우무지개맨션경로당,장평로6길 7
3458,거제시,덕산아내1차경로당,장평2로 19
3459,거제시,장평포레나아파트경로당,장평1로 129
3460,거제시,성림경로당,고현로8길 20
3461,거제시,신현경로당,고현로8길 6-1
3462,거제시,서문경로당,거제중앙로19길 37
3463,거제시,양정고려3차경로당,중곡로 18
3464,거제시,고려2차경로당,중곡로2길 29-1
3465,거제시,계룡경로당,거제중앙로11길 3
3466,거제시,덕산1차아파트경로당,중곡로 42
3467,거제시,고려5차경로당,중곡로2길 31
3468,거제시,고려4차경로당,중곡로2길 27
3469,거제시,고려6차아파트경로당,중곡로 8
3470,거제시,덕산2차베스트타운경로당,중곡2로 89
3471,거제시,삼성하이츠빌라경로당,계룡로11길 17-17
3472,거제시,양정대동피렌체아파트경로당,중곡로2길 56-1
3473,거제시,롯데인벤스경로당,서문로 30
3474,거제시,신우성경로당,서문로 6길 6
3475,거제시,고려3차경로당,고현로13길 12
3476,거제시,동헌아파트경로당,중곡2로4길 5-3 2층
3477,거제시,남문경로당,거제중앙로 1814-1(고현동)
3478,거제시,문동경로당,수양로 24-10
3479,거제시,삼거경로당,거제중앙로 1276
3480,거제시,상동1경로당,거제중앙로3길 14-18
3481,거제시,상동2경로당,상동13길 6
3482,거제시,용산경로당,상동3길 24-11
3483,거제시,대아푸른솔경로당,거제중앙로 1509-22
3484,거제시,삼오르네상스아파트경로당,거제중앙로 1509-13
3485,거제시,덕산3차경로당,상동1길 15-9
3486,거제시,대동다숲경로당,상동7길 30
3487,거제시,롯데인벤스경로당,거제중앙로 1515
3488,거제시,신우스위트빌1차경로당,상동1길 31
3489,거제시,신우스위트빌2차경로당,거제중앙로 1581
3490,거제시,SK뷰경로당,상동1길 39
3491,거제시,벽산-e솔렌스힐3차아파트경로당,상동5길 117-50
3492,거제시,거제더샵블루시티아파트경로당,상동5길 100
3493,거제시,힐스테이트거제경로당,상동3길 15 108동
3494,거제시,동산내경로당,수양로 382
3495,거제시,양정경로당,수양로 185
3496,거제시,수월경로당,수월2길 26
3497,거제시,제산1할머니경로당,제산로5길 17
3498,거제시,수양경로당,수양2길 43
3499,거제시,해명1경로당,해명로 10길 9
3500,거제시,거제자이경로당,해명로 52
3501,거제시,더샵경로당,제산로 86
3502,거제시,춘광한빛타운경로당,해명로6길 11
3503,거제시,해뜰안애아파트경로당,수양로 104
3504,양산시,동부경로당,경상남도 양산시 물금읍 학산2길 9-9
3505,양산시,서부경로당,경상남도 양산시 물금읍 화산길 51-15
3506,양산시,증산(상리)경로당,경상남도 양산시 물금읍 증산1길 31
3507,양산시,남평경로당,경상남도 양산시 물금읍 남평길 6
3508,양산시,신기경로당,경상남도 양산시 물금읍 가촌새터3길 7-27
3509,양산시,가촌(본리)경로당,경상남도 양산시 물금읍 가촌본리1길 9
3510,양산시,서남경로당,경상남도 양산시 물금읍 서남4길 8
3511,양산시,황전아파트경로당경로당,경상남도 양산시 물금읍 오봉로 15
3512,양산시,덕산아파트경로당경로당,경상남도 양산시 물금읍 오봉로 29
3513,양산시,동중경로당,경상남도 양산시 물금읍 동중5길 24-1
3514,양산시,주공2차(동중2)경로당,경상남도 양산시 물금읍 동중1길 23-1
3515,양산시,주공3차(동중3)경로당,경상남도 양산시 물금읍 동중1길 7
3516,양산시,경민아파트경로당경로당,경상남도 양산시 물금읍 황산로 707
3517,양산시,동산경로당,경상남도 양산시 물금읍 원동로 59
3518,양산시,범어대동아파트경로당경로당,경상남도 양산시 물금읍 오봉로 165
3519,양산시,범어현대아파트경로당경로당,경상남도 양산시 물금읍 오봉로 180
3520,양산시,성원아파트경로당경로당,경상남도 양산시 물금읍 오봉로 179
3521,양산시,신동중경로당,경상남도 양산시 물금읍 목화1길 12-5
3522,양산시,신동중1리경로당,경상남도 양산시 물금읍 오봉로 128
3523,양산시,반도유보라아파트경로당경로당,경상남도 양산시 물금읍 신주로 16
3524,양산시,이편한아파트경로당경로당,경상남도 양산시 물금읍 신주로 35
3525,양산시,우남퍼스트경로당경로당,경상남도 양산시 물금읍 신주로 40 104동 1층
3526,양산시,일신건영휴면빌경로당,경상남도 양산시 물금읍 범어로 11
3527,양산시,효성백년가약아파트경로당경로당,경상남도 양산시 물금읍 범어로 33
3528,양산시,현진에버빌경로당,경상남도 양산시 물금읍 신주로 64
3529,양산시,신창비바패밀리아파트경로당경로당,경상남도 양산시 물금읍 신주로 69
3530,양산시,가촌휴먼시아아파트경로당경로당,경상남도 양산시 물금읍 가촌로 155
3531,양산시,우미린아파트경로당경로당,경상남도 양산시 물금읍 범어로 77
3532,양산시,반도유보라2차아파트경로당경로당,경상남도 양산시 물금읍 범어로 57 107동 104호
3533,양산시,양우내안애1차아파트경로당경로당,경상남도 양산시 물금읍 야리로 30
3534,양산시,반도유보라3차아파트경로당,경상남도 양산시 물금읍 서들로 179 110동 1층
3535,양산시,물금동일스위트경로당아파트경로당,경상남도 양산시 물금읍 가촌서로 93
3536,양산시,대방노블랜드1차아파트경로당,경상남도 양산시 물금읍 신주1길 46 107동 1층
3537,양산시,반도유보라4차아파트경로당,경상남도 양산시 물금읍 백호로 91
3538,양산시,대방노블랜드연리지아파트경로당,경상남도 양산시 물금읍 야리로 76
3539,양산시,양산물금LH1단지아파트경로당,경상남도 양산시 물금읍 청운로 41
3540,양산시,양산물금LH2단지아파트경로당,경상남도 양산시 물금읍 물금2길 50
3541,양산시,양산물금LH5단지아파트경로당,경상남도 양산시 물금읍 새실로 54
3542,양산시,대방노블랜드5차아파트경로당,경상남도 양산시 물금읍 새실로 115
3543,양산시,힐데스하임아파트경로당,경상남도 양산시 물금읍 야리로 75
3544,양산시,양산대방노블랜드6차더클래스아파트경로당,경상남도 양산시 물금읍 새실로 116
3545,양산시,양우내안애5차아파트경로당,경상남도 양산시 물금읍 물금로 41
3546,양산시,동원로얄듀크비스타3차아파트경로당,경상남도 양산시 물금읍 범구로 28
3547,양산시,양우내안애2차아파트경로당,경상남도 양산시 물금읍 물금로 160
3548,양산시,대방노블랜드7차아파트경로당,경상남도 양산시 물금읍 새실로 11
3549,양산시,이지더원2차아파트경로당,경상남도 양산시 물금읍 물금로 75
3550,양산시,이지더원1차아파트경로당,경상남도 양산시 물금읍 새실로 53
3551,양산시,우성스마트경로당시티뷰아파트경로당,경상남도 양산시 물금읍 백호로 156
3552,양산시,대방노블랜드8차아파트경로당,경상남도 양산시 물금읍 야리로 50
3553,양산시,백호경로당,경상남도 양산시 물금읍 백호1길 16
3554,양산시,동원로얄듀크4차아파트경로당,경상남도 양산시 물금읍 백호로 155
3555,양산시,이지더원5차아파트경로당,경상남도 양산시 물금읍 물금로 57
3556,양산시,황산경로당,경상남도 양산시 물금읍 화합길 31-9
3557,양산시,양우3차아파트경로당,경상남도 양산시 물금읍 야리로 89
3558,양산시,한양수자인더퍼스트경로당아파트경로당,경상남도 양산시 물금읍 물금로 76
3559,양산시,유림노르웨이숲경로당,경상남도 양산시 물금읍 범구로 14
3560,양산시,천년나무아파트,경상남도 양산시 물금읍 청운로 42
3561,양산시,코오롱하늘채아파트,경상남도 양산시 물금읍 가촌서로 45
3562,양산시,개곡아파트경로당,경상남도 양산시 동면 개곡안길 5
3563,양산시,본법(법기)경로당,경상남도 양산시 동면 법기로 163
3564,양산시,창기경로당,경상남도 양산시 동면 창기1길 15-5
3565,양산시,영천경로당,경상남도 양산시 동면 영천로 124
3566,양산시,남락경로당,경상남도 양산시 동면 남락1길 18-2
3567,양산시,내송경로당,경상남도 양산시 동면 내송2길 13
3568,양산시,계석경로당,경상남도 양산시 동면 계석3길 3
3569,양산시,극동아파트경로당,경상남도 양산시 동면 계석로 10
3570,양산시,석산경로당,경상남도 양산시 동면 곡리2길 2-1
3571,양산시,해강아파트(상춘정)경로당,경상남도 양산시 동면 석산4길 28
3572,양산시,금산경로당,경상남도 양산시 동면 석금산로 18
3573,양산시,가산경로당,경상남도 양산시 동면 양산대로 260-11
3574,양산시,호포경로당,경상남도 양산시 동면 호포로 54
3575,양산시,대정아파트경로당,경상남도 양산시 동면 계석3길29
3576,양산시,일동미라주경로당,경상남도 양산시 동면 석금산로 171
3577,양산시,산지경로당,경상남도 양산시 동면 산지로 275-1
3578,양산시,금산훼미리경로당,경상남도 양산시 동면 금산3길 7
3579,양산시,한신마을(한신@),경상남도 양산시 동면 석산1길 10 106동 102호
3580,양산시,금산휴먼시아경로당,경상남도 양산시 동면 금산2길 12
3581,양산시,남양산e-편한세상1차아파트경로당,경상남도 양산시 동면 금오16길 65
3582,양산시,남양산e-편한세상2차아파트경로당,경상남도 양산시 동면 금오13길 71
3583,양산시,동원로얄듀크2차아파트경로당,경상남도 양산시 동면 금오15길 9
3584,양산시,반도유보라5차아파트경로당,경상남도 양산시 동면 금오16길 122
3585,양산시,이지더원3차아파트경로당,경상남도 양산시 동면 금오16길 100
3586,양산시,양우내안애6차아파트경로당,경상남도 양산시 동면 금오15길 29
3587,양산시,반도유보라6차아파트경로당,경상남도 양산시 동면 금오13길 38
3588,양산시,데시앙1단지,경상남도 양산시 동면 내송큰들로 141
3589,양산시,큰들마을,경상남도 양산시 동면 내송큰들로 107
3590,양산시,사송더샵데시앙4단지,경상남도 양산시 동면 내송큰들로 73
3591,양산시,범서경로당,경상남도 양산시 원동면 원동로 796
3592,양산시,당곡경로당,경상남도 양산시 원동면 천태로 1427
3593,양산시,원동(원리)경로당,경상남도 양산시 원동면 원동마을길 65
3594,양산시,함포경로당,경상남도 양산시 원동면 원동로 1708
3595,양산시,중리경로당,경상남도 양산시 원동면 용당중리길 98
3596,양산시,어영경로당,경상남도 양산시 원동면 어영안길 6-1
3597,양산시,선리경로당,경상남도 양산시 원동면 선리길 41
3598,양산시,내포경로당,경상남도 양산시 원동면 원동로 2036
3599,양산시,영포경로당,경상남도 양산시 원동면 영포길 22
3600,양산시,장선경로당,경상남도 양산시 원동면 장선1길 14
3601,양산시,신곡경로당,경상남도 양산시 원동면 천태로 1286
3602,양산시,신촌경로당,경상남도 양산시 원동면 원동로 1621
3603,양산시,선장경로당,경상남도 양산시 원동면 선장1길 19
3604,양산시,내화경로당,경상남도 양산시 원동면 화제로 293
3605,양산시,대리경로당,경상남도 양산시 원동면 배내로 241
3606,양산시,지나경로당,경상남도 양산시 원동면 화제로 175
3607,양산시,외화경로당,경상남도 양산시 원동면 화제로 432
3608,양산시,토교경로당,경상남도 양산시 원동면 토교길 28
3609,양산시,명언경로당,경상남도 양산시 원동면 명언안길 10
3610,양산시,늘밭경로당,경상남도 양산시 원동면 늘밭로 486
3611,양산시,외화중리경로당,경상남도 양산시 원동면 외화중리길 6
3612,양산시,신주경로당,경상남도 양산시 원동면 원동로 1015-1
3613,양산시,태봉경로당,경상남도 양산시 원동면 태봉길 24
3614,양산시,언곡경로당,경상남도 양산시 원동면 다름제길174
3615,양산시,고점,경상남도 양산시 원동면 어실로 13887
3616,양산시,윗반회경로당,경상남도 양산시 상북면 반회동7길 7
3617,양산시,구소석경로당,경상남도 양산시 상북면 구소석길44-6
3618,양산시,대석경로당,경상남도 양산시 상북면 대석길 18
3619,양산시,공암경로당,경상남도 양산시 상북면 공암2길 1
3620,양산시,대성경로당,경상남도 양산시 상북면 대성1길 13
3621,양산시,좌삼경로당,경상남도 양산시 상북면 가배길 6
3622,양산시,내석경로당,경상남도 양산시 상북면 수서로 529
3623,양산시,외석경로당,경상남도 양산시 상북면 외석길 24
3624,양산시,신전경로당,경상남도 양산시 상북면 신전1길 2
3625,양산시,일양아파트경로당,경상남도 양산시 상북면 공암길 26
3626,양산시,상삼경로당,경상남도 양산시 상북면 수서로 57
3627,양산시,진일1차아파트경로당,경상남도 양산시 상북면 반회서5길 21
3628,양산시,진일2차아파트경로당,경상남도 양산시 상북면 반회서7길 20
3629,양산시,대우마리나아파트경로당,경상남도 양산시 상북면 감결길 17
